"REGIAO","ANO","INDICADOR_001","INDICADOR_002","INDICADOR_004","INDICADOR_007","INDICADOR_009","INDICADOR_020","INDICADOR_021","INDICADOR_035","INDICADOR_041","INDICADOR_101","INDICADOR_102","INDICADOR_103","INDICADOR_104","INDICADOR_105","INDICADOR_106","INDICADOR_107","INDICADOR_108","INDICADOR_109","INDICADOR_110","INDICADOR_111","INDICADOR_112","INDICADOR_113","INDICADOR_114","INDICADOR_201","INDICADOR_202","INDICADOR_203","INDICADOR_204","INDICADOR_205","INDICADOR_206","INDICADOR_207","INDICADOR_208"
250319,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.02,6.2,93.13,119.97,55.73,7.36,0.232,0.5
250319,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.35,3.92,55.93,71.56,65.27,8.316,0.378,0.606
250319,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.507096005715,260.122388091139,0.228529676895108,0.0488689618181637,0.97971915630285,0.0202808436971495,0.459035626504082,0.433158199985594,0,0.000156710683498152,0,0,0.57575327614342,0.766192635770097,NA,NA,NA,NA,NA,NA,NA,NA
250319,2008,100,40.2,92.05,0.15,0.85,72.94,41.26,66.67,0,282.537801836801,264.29737042098,0.249102190317319,0.21069552272534,0.963850990190601,0.0361490098093991,0.491021562121536,0.483593392654125,0,0.00403538987520666,0,0,0.554452451946648,0.704512308173866,NA,NA,NA,NA,NA,NA,NA,NA
250319,2009,100,34.142,100,0.16,0.93,72.09,53.194,66.67,0,293.695575747101,292.70053201428,0.235445175961571,0.0446328910583885,0.982060469916638,0.0179395300833618,0.505502222114122,0.399069104466638,0,0,0,0,0.609376594437718,0.683312421113271,NA,NA,NA,NA,NA,NA,NA,NA
250319,2010,100,28.682,100,0.18,0.96,61.17,55.054,66.67,0,333.837434985712,302.467828222322,0.263897392430951,0.149183611412521,0.937301700501401,0.0626982994985993,0.469518290671993,0.245459254287007,0,0,0,0,0.620416289365943,0.622083358006305,67.69,2.11,35,37.72,77.78,9.754,0.541,0.712
250319,2011,100,27.038,100,0.24,0.85,66.46,61.888,12.5,42.86,360.509307916326,339.425555635936,0.214923712041534,0.1002947489894,0.945594225095871,0.0544057749041293,0.434017410867037,0.264506797748039,0,0,0,0,0.589485173672552,0.450922896174852,NA,NA,NA,NA,NA,NA,NA,NA
250319,2012,100,27.97,100,0.35,0.87,NA,NA,12.5,28.57,381.497169682818,365.614011884729,0.250551805752383,0.0725794961876814,0.946843976466469,0.0531560235335308,0.329407068668379,0.526985265083801,0,0,0,0,0.578516501512142,0.404301638887402,NA,NA,NA,NA,NA,NA,NA,NA
250420,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.13,5.4,98.34,126.3,54.24,6.86090909090909,0.248909090909091,0.486
250420,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.26,3.41,56.31,72.03,65.11,7.40272727272727,0.367,0.604
250420,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.38263753276,280.339878671472,0.218349812039727,0.0893425063334447,0.963068152392172,0.0369318476078277,0.980943980922228,0,0,0,0.00967078204040952,0,0.65923119897568,0.571131598818579,NA,NA,NA,NA,NA,NA,NA,NA
250420,2008,100,46,100,0.14,0.79,67.71,48.7863636363636,83.33,0,280.487918231147,269.720839117823,0.223240315765063,0.0216560691414504,0.990238627590755,0.00976137240924449,0.983819417142503,0.00363665885557753,0,0,0.00945757875459939,0,0.624672096646209,0.49424883675089,NA,NA,NA,NA,NA,NA,NA,NA
250420,2009,100,38.4381818181818,100,0.21,0.79,62.86,50.2054545454545,83.33,0,317.795977801628,298.33939355418,0.230163249865403,0.143407809254049,0.959285526068953,0.0407144739310467,0.972743651327446,0.0196568704159187,0,0,0.00441023876714214,0,0.646512165622849,0.445107602822882,NA,NA,NA,NA,NA,NA,NA,NA
250420,2010,100,42.2909090909091,100,0.28,0.96,59.41,52.4536363636364,50,0,350.334747561365,350.100931975192,0.209567534938475,0.0473592610695931,0.985453840356917,0.0145461596430826,0.987393403198607,0,0,0,0.00572458424991319,0,0.690094061846024,0.478382036838948,68.69,2.39,31.5,34.02,79.57,8.27909090909091,0.542,0.728
250420,2011,100,36.0345454545455,100,0.79,1.3,56.87,51.9909090909091,75,0,380.512549840673,351.542086844297,0.223572697496056,0.106098244100548,0.968302197921911,0.0316978020780895,0.974801309417009,0,0,0,0.00632432118789676,0,0.678014926893142,0.44905755639944,NA,NA,NA,NA,NA,NA,NA,NA
250420,2012,100,25.64,100,0.67,1.66,NA,NA,37.5,0,338.747558169266,323.953744769875,0.203532488324968,0.101882655386393,0.962331084052363,0.0376689159476376,0.986111270694981,0,0,0,0.00436625107393682,0,0.671563173668462,0.404444341361731,NA,NA,NA,NA,NA,NA,NA,NA
250421,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.01,4.97,93.18,120.03,55.71,7.06888888888889,0.254777777777778,0.5
250421,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.39,3.16,51.81,66.45,67.08,7.77222222222222,0.394,0.623
250421,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.306352610781,282.103258667159,0.225335671239017,0.142082938285745,0.961331631594948,0.038668368405052,0.927694399147173,0,0,0,0.000680926793778806,0,0.542732988991357,0.632980579819687,NA,NA,NA,NA,NA,NA,NA,NA
250421,2008,100,50.56,100,0.14,1.13,59.42,43.9566666666667,83.33,0,266.970828234089,253.95905742612,0.206885241688061,0.0548486191506888,0.980881488413443,0.0191185115865565,0.967151649377106,0,0,0,0.000143905684755158,0,0.511775910343374,0.467907073185333,NA,NA,NA,NA,NA,NA,NA,NA
250421,2009,100,47.5788888888889,100,0.23,1.16,53.15,45.2577777777778,66.67,0,293.22431171671,290.218759945075,0.200768907687066,0.0379882423533115,0.9866010853173,0.0133989146826995,0.968739927809867,0,0,0,0.00226811646988701,0,0.605002921284191,0.504909343205646,NA,NA,NA,NA,NA,NA,NA,NA
250421,2010,100,45.6544444444444,100,0.33,1.36,55.19,45.1955555555556,66.67,0,313.187528372956,302.468909508057,0.211948913476316,0.0818751724168637,0.965775716164105,0.034224283835895,0.865924163954608,0,0,0,0.000338458072737658,0,0.631535122738132,0.264909607547671,69.26,2.25,29.7,32.01,80.58,8.86333333333333,0.552,0.738
250421,2011,100,41.6588888888889,100,0.99,1.46,56.1,50.0911111111111,75,57.14,342.482094972781,319.064316269163,0.21375888292921,0.162461363443066,0.942307702822232,0.0576922971777682,0.949887773917851,0,0,0.000983201138431316,0.00191286685037747,0,0.576884643016244,0.132072292046074,NA,NA,NA,NA,NA,NA,NA,NA
250421,2012,100,35.93,100,0.71,1.97,NA,NA,37.5,57.14,385.015288614298,343.661820592134,0.21717592599466,0.0835719863126382,0.961946248165701,0.0380537518342991,0.947738796448549,0,0,0,0.00686903638094889,0,0.596274225039085,0.0857690721798859,NA,NA,NA,NA,NA,NA,NA,NA
250422,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.375,3.37,56.38,74.145,68.465,4.56833333333333,0.389833333333333,0.623
250422,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.04,2.77,38.16,48.905,75.105,4.96666666666667,0.4885,0.701
250422,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.67330914271,282.506551779992,0.24979489322006,0.125292655316981,0.947902285729212,0.0520977142707885,0.41959980880115,0.145184968819055,0.00380822240244114,0.00221948276024981,0.0292360370338171,0.131899155129151,0.60643444241482,0.294758591702845,NA,NA,NA,NA,NA,NA,NA,NA
250422,2008,99.095,37.93,100,0.195,1.485,53.505,45.5583333333333,58.335,14.29,326.298830789964,317.41888122071,0.236405498199261,0.070394677012619,0.968025325979408,0.0319746740205919,0.309971342847285,0.217384598503247,0.00740136388877079,0.000710565733418691,0.0241456946100388,0.187895284943565,0.597388746841995,0.31370759283959,NA,NA,NA,NA,NA,NA,NA,NA
250422,2009,100,36.31,100,0.27,1.525,49.355,47.3116666666667,75,14.29,323.734008362615,318.575522765359,0.245804803439083,0.0708645705554296,0.978899477301886,0.0211005226981145,0.308904876723383,0.243211535766102,0.0100172298159906,0.00160811977238097,0.0213330433654208,0.149428662278346,0.667792579092434,0.371568228379047,NA,NA,NA,NA,NA,NA,NA,NA
250422,2010,100,34.0166666666667,100,0.43,1.58,48.545,49.5083333333333,66.67,57.145,336.71429938044,329.93062212544,0.267058702446679,0.0979798398067277,0.972275772735858,0.0277242272641426,0.411507155799689,0.295124151370398,0.0145594306865781,0.00160249508758347,0.0164227130059308,0.121197586031878,0.684597101319101,0.46145817268902,72.285,2.14,20.34,21.995,85.58,6.145,0.638,0.788
250422,2011,100,31.0983333333333,100,0.89,1.93,46.555,52.595,62.5,64.285,367.833290142555,363.394090130745,0.262284475659015,0.0670314137483746,0.973731884844234,0.0262681151557656,0.356656346471356,0.391140768107601,0.0107458219584283,0.00139649083460504,0.0157705019221206,0.114782573564056,0.612186004692914,0.463552414186152,NA,NA,NA,NA,NA,NA,NA,NA
250422,2012,99.06,27.205,100,0.985,2.66,NA,NA,43.75,57.14,362.979070733641,346.602941625349,0.254699900642459,0.0771988159207559,0.972637949656317,0.0273620503436828,0.413259013152151,0.410592049595966,0.0102414358743022,0.000611901297481187,0.0151625451741121,0.0635775316288296,0.6190431562734,0.477979567304072,NA,NA,NA,NA,NA,NA,NA,NA
250423,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.045,4.89,87.365,112.9,57.475,4.65,0.28325,0.5175
250423,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.46,3.01,47.77,61.415,68.935,5.005,0.411,0.641
250423,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.847323857172,317.659136546545,0.216513237757603,0.127287277893065,0.955178796853706,0.0448212031462941,0.946254236425339,0.0189571127579258,0,0.000845786327215315,0.000163089732750054,0,0.598791409509134,0.260716173774465,NA,NA,NA,NA,NA,NA,NA,NA
250423,2008,100,45.49,100,0.11,1.07,62.89,45.6175,33.33,0,382.217626576036,347.857518234888,0.219071254892868,0.050575889849613,0.974987674467525,0.0250123255324756,0.98925585929177,0,0,0.000197370159604386,0.00784112913404557,0,0.617160398683318,0.0337810501055628,NA,NA,NA,NA,NA,NA,NA,NA
250423,2009,100,39.5375,100,0.215,1.065,59.63,47.375,58.335,0,343.322650667263,335.99328874306,0.194702382156873,0.0756070618080937,0.978540418305567,0.0214595816944328,0.94275885422388,0.0564574184269057,0,0.000303822039733644,0.000418363965739934,0,0.633878999097438,0.164415983619124,NA,NA,NA,NA,NA,NA,NA,NA
250423,2010,100,37.3375,100,0.3,1.33,57.425,51.035,83.33,0,386.815899231842,376.750472808263,0.206371850037073,0.0818491960407111,0.973745256638204,0.0262547433617958,0.920854023753783,0.0653547039873925,5.1142094471031e-05,0.000288209985493393,0.00159390904097674,0,0.58282378975421,0.367668741683677,70.82,2.605,25,26.925,83.215,5.895,0.586,0.764
250423,2011,100,40.51,100,0.785,1.685,54.505,54.7725,37.5,35.715,432.77712459614,406.694535327732,0.199821262268608,0.122318365490382,0.944457261068618,0.0555427389313817,0.892872421927035,0.0824831719515524,0,6.42668208568475e-06,0.0010041231710162,0,0.56925115934621,0.355840489638036,NA,NA,NA,NA,NA,NA,NA,NA
250423,2012,100,37.015,100,0.595,1.79,NA,NA,18.75,78.57,488.578814916563,455.881586003592,0.211965387714806,0.104853070254724,0.934125999837675,0.0658740001623244,0.92133946696045,0.0701318437645794,0,0,0.00246305207420419,0,0.55685777751361,0.374123987814681,NA,NA,NA,NA,NA,NA,NA,NA
